"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"mmu-miR-18a_st",-3.62245690036103,4.21537610877898,-4.20332540743753,0.000286833514393646,0.00237709853126866,-0.00674262142785498
"ppy-miR-15b_st",-3.8794677604765,4.68542302181558,-4.20195256693662,0.000287857682743227,0.00238305910025246,-0.0102146901070457
"rno-miR-181a-star_st",4.32287967050937,5.36774564912791,4.19987889703605,0.000289411563259345,0.00239174040537528,-0.0154588819836317
"cfa-miR-29a_st",-4.57971763754619,5.85159298030041,-4.19780739678267,0.000290972120719537,0.00240121132357253,-0.0206971609394566
"rno-miR-23a-star_st",-2.31739313479337,3.17740933017263,-4.19591865607364,0.000292402266324831,0.00241046804992463,-0.025472916789111
"ptc-miR472b_st",2.02241590875522,3.725071401589,4.19379660479369,0.000294017387779345,0.00242073539437777,-0.0308381826242012
"mml-miR-1225-3p_st",1.69096910664083,3.09243576408849,4.1934693410878,0.000294267258433638,0.00242073539437777,-0.0316655762163744
"mmu-miR-16_st",-5.41796655065877,7.79640209289186,-4.18967084792246,0.000297182910207393,0.00244214978261911,-0.0412682032019891
"mml-miR-491-5p_st",-1.59216025611962,4.16526470286394,-4.18721835826887,0.000299080589208402,0.00245516260994082,-0.0474673476851581
"mmu-miR-185_st",-3.83576027243512,6.50121748953558,-4.18565931923731,0.000300293176513916,0.00246253008862147,-0.0514078054034046
"mmu-miR-140-star_st",-4.56090990128244,5.50397354629413,-4.18378106687433,0.000301760514141706,0.00247196899163252,-0.0561547442178005
"rno-miR-29c-star_st",-1.54831840694492,2.28737003985328,-4.18325111089809,0.000302175812848609,0.00247277903393914,-0.0574940459301576
"ENSG00000200422_x_st",1.2156006600821,3.22972217913954,4.18161455966807,0.000303461871189271,0.00248070556835162,-0.0616297480138082
"tni-miR-181a-star_st",4.56833629137203,5.45686648173398,4.18047394129819,0.00030436141482613,0.00248545920257702,-0.0645120243676329
"ptc-miR399d_st",1.43049054396632,2.28547449142965,4.17971396892229,0.000304962230103435,0.00248663721701118,-0.0664323564747562
"hsa-miR-18a_st",-3.55153320619511,4.30992814672889,-4.17948680767468,0.000305142046207769,0.00248663721701118,-0.0670063461593129
"mdo-miR-145_st",-4.49295352176716,6.70516031425178,-4.17893378216432,0.000305580249062025,0.00248761421502055,-0.0684037055892661
"ggo-miR-30a-5p_st",-4.08724592662875,6.04175816017519,-4.17811961969302,0.000306226505076781,0.00249028110007809,-0.0704608367470332
"mmu-miR-300-star_st",-1.26497444016856,2.24518276222514,-4.17740543748702,0.000306794515006982,0.00249230679291015,-0.0722652932934205
"ENSG00000212273_x_st",1.15337301341574,3.39759214834895,4.17389889242441,0.000309598555931929,0.00251247426231363,-0.0811241860366438
"cel-miR-249_st",1.71097935294311,5.72485445136003,4.16841167502009,0.000314037504351512,0.00254321564404877,-0.0949844692696376
"bta-miR-27b_st",-4.15614248727803,5.19980574510784,-4.16554495727373,0.00031638158804504,0.00255689980410753,-0.102224326581305
"dre-miR-27b_st",-3.91731045163579,5.12833759858187,-4.15983200921807,0.0003211048194748,0.00259239066549128,-0.116649726878232
"mdo-miR-16_st",-5.73559751279682,7.6242649846282,-4.15901361988831,0.000321787125750077,0.00259521815039922,-0.118715907472719
"hsa-miR-1248_st",1.35568343794088,2.42921891067669,4.15794673642164,0.000322678763093667,0.00259972632327526,-0.121409352553555
"mml-miR-185_st",-3.38941633806772,6.86438881504626,-4.15436222813119,0.000325692442614747,0.00262130426265113,-0.130457886446289
"rno-miR-16_st",-4.54821529763185,8.38120088847713,-4.14932823875755,0.000329971897485467,0.00265301479305445,-0.143163093439316
"mml-let-7i_st",-4.14380953990951,5.08754243908289,-4.14885653751903,0.00033037573874586,0.00265353175570287,-0.144353473490286
"ptr-miR-16_st",-5.11297167366437,8.08645053943338,-4.14633128290825,0.000332546043744474,0.00266822107994154,-0.150725770527713
"bta-miR-423_st",-2.05344674304155,6.87204378515344,-4.14530145546278,0.000333435166492671,0.00267134317344097,-0.153324267834997
"ENSG00000212624_x_st",1.13145213597709,2.51822138180246,4.14508909834706,0.000333618801955008,0.00267134317344097,-0.153860080609258
"U27_st",-2.78265325852472,4.69674573698205,-4.14451305168585,0.000334117441829967,0.00267259755158771,-0.155313518783183
"tni-miR-22a_st",-2.14278071471835,2.99343821902188,-4.14227631901659,0.000336060617943214,0.00268215869644557,-0.160956735485983
"gga-miR-18a_st",-3.26220394867476,3.86058702425195,-4.14200516671309,0.000336296942539443,0.00268215869644557,-0.161640808565875
"rno-miR-10a-5p_st",-2.85503302729108,4.66875118695659,-4.14195308065629,0.000336342357327787,0.00268215869644557,-0.161772212284678
"hsa-miR-1276_st",1.32543208131174,2.00958482051303,4.14068351102471,0.000337451198389753,0.00268825801775323,-0.164975015966836
"ppy-miR-16_st",-5.50464206941778,7.77507436803704,-4.14020060098414,0.000337873921268153,0.00268888461783158,-0.1661932299902
"fru-let-7i_st",-3.9729476443949,5.26442048804669,-4.13729224301153,0.000340430909096142,0.00270647767506241,-0.173529466757455
"tni-let-7i_st",-3.76069327321652,5.46537652472242,-4.13630030602348,0.000341307380761129,0.00271020522397073,-0.176031383268263
"dre-miR-10a_st",-2.18907752249495,3.5052082486162,-4.1359771925027,0.000341593364761505,0.00271020522397073,-0.176846334163882
"mmu-miR-145_st",-4.03968517577287,7.00728745463316,-4.13110868051729,0.000345931257595706,0.00274183851735339,-0.189124213720547
"mmu-miR-187_st",-3.92599020576153,4.60452880668342,-4.1286383621394,0.000348153148107276,0.00275343006836609,-0.195353097777569
"ENSG00000212229_st",1.25264260904091,2.39437873453206,4.12845135837611,0.000348321919895364,0.00275343006836609,-0.195824598419437
"ENSG00000200652_st",1.1731880856745,2.92105159776081,4.12830871022388,0.000348450714985804,0.00275343006836609,-0.19618426073812
"hsa-miR-34a_st",-3.90763471282682,5.42774542651406,-4.12717960156755,0.000349471836777229,0.00275870949940813,-0.199031030570493
"lla-miR-18_st",-3.2859689771062,3.81322818862521,-4.12491342463965,0.000351530226004738,0.00277215813948236,-0.204744210176827
"mmu-let-7i_st",-4.11470109476277,5.10679704251779,-4.11950410012904,0.000356492203676122,0.00280845420537187,-0.218379148251924
"rno-miR-185_st",-3.34117468178726,6.90044457597403,-4.11838812027101,0.000357524486829163,0.00281375011537755,-0.221191718322176
"ENSG00000202343_st",1.2108455740492,2.05032593410036,4.11564084788784,0.000360078341283176,0.00283099822648694,-0.228114986519046
"mdo-miR-208_st",2.25623179291287,2.75141421464183,4.1126265260779,0.000362901219331329,0.00285032465233602,-0.235710249875949
"lla-miR-181a-star_st",4.16374583270091,5.61640147222975,4.10919147296171,0.000366144814014288,0.00287291337502175,-0.244364380698451
"bta-let-7i_st",-3.71127114129183,5.42204838719356,-4.10852614492237,0.000366776367266163,0.00287498225695593,-0.246040424959344
"hsa-miR-19b_st",-3.80600658366434,5.99415746748849,-4.1043955988745,0.000370721419349188,0.00290299387997385,-0.25644465011473
"rno-miR-28-star_st",-2.46664279602351,3.69080740242318,-4.1016453579137,0.00037337140747304,0.00292081836776958,-0.263371005571644
"cin-let-7c_st",-1.71874676920558,2.73147128502513,-4.10069782306996,0.000374288736345444,0.00292332355984301,-0.265757126213423
"hsa-miR-187_st",-3.90936614473215,4.63845245976559,-4.10054202580045,0.000374439780345855,0.00292332355984301,-0.26614945126673
"dre-miR-20b_st",-3.96018120136752,5.72662191099188,-4.09835379868324,0.000376567628766937,0.00293700201478405,-0.271659496585112
"sla-miR-16_st",-5.19733261187103,7.97584901307931,-4.09761692676414,0.000377286857582029,0.00293967775872738,-0.273514845110765
"mml-miR-19b_st",-4.1743856450181,5.6530778536506,-4.09712721006738,0.00037776560041119,0.00294047626216479,-0.274747853722203
"ggo-miR-16_st",-5.13314546407458,8.1055756490816,-4.0963628978506,0.000378513986643041,0.0029416990626409,-0.276672183115136
"xtr-miR-30a-5p_st",-4.22439544032164,5.92187147457512,-4.09619811426426,0.000378675528728951,0.0029416990626409,-0.277087054261044
"hsa-miR-423-3p_st",-2.05425276065774,6.68200131473245,-4.09459417069504,0.000380251487838565,0.00295100831922382,-0.281125093897074
"ppa-miR-30a-5p_st",-3.64693876851203,6.37030912555136,-4.0923889322676,0.000382428848300206,0.00296496175542273,-0.286676444543047
"mmu-miR-339-5p_st",-2.37221452108905,4.00101242739814,-4.08776329220381,0.000387036157375385,0.00299770819612352,-0.298318933058613
"rno-miR-872-star_st",1.05283398326342,4.04820661145833,4.086031878402,0.000388774794566076,0.00300819308864741,-0.302676160680225
"fru-miR-10c_st",-1.14933478819698,1.99520289244844,-4.08401056907658,0.000390814311717821,0.00302098303271491,-0.307762482700076
"mmu-miR-218-2-star_st",-1.1581642248612,2.11918565829362,-4.08338417130464,0.000391448497146175,0.00302289526205273,-0.309338620537829
"mml-miR-188_st",-1.34956276567042,2.59862656850482,-4.08240054653564,0.000392446405289396,0.00302760973083577,-0.311813516513142
"ptr-miR-28_st",-2.17119701935695,4.92777449164976,-4.08095495563777,0.000393917555246044,0.00303596222312409,-0.315450555598953
"cfa-miR-500_st",-3.13607536588537,4.46774233420991,-4.07880992447514,0.000396110568001977,0.0030498562452566,-0.320846894747724
"mdo-miR-19b_st",-3.99816767308879,5.71866620752566,-4.07812289795395,0.000396815511885302,0.00305227679663743,-0.322575158177386
"ACA48_x_st",-1.70357788771428,5.45617152078703,-4.07400418197391,0.000401067729001557,0.00308195113288807,-0.332934891481849
"ACA24_x_st",-1.09881799856847,2.98209558899865,-4.07353219543079,0.000401557882468798,0.00308268649459101,-0.334121940732856
"mdv1-miR-M11-3p_st",-1.40412621632779,3.09983023621278,-4.07300781732712,0.000402103138661723,0.0030838430114243,-0.335440723645482
"ENSG00000199411_s_st",1.70007064358155,7.12957457537561,4.07082331602086,0.000404382503774151,0.00309828359509313,-0.340934270887384
"ppy-miR-181a-star_st",4.2362306355036,5.48530490283738,4.06994212997591,0.000405305567858048,0.00310231441019652,-0.343150099597997
"mmu-miR-1198_st",-2.30677216745059,3.69122992049446,-4.06928840001618,0.000405991711826978,0.00310452566333448,-0.344793906963298
"hsa-miR-193a-3p_st",-1.8089404015598,3.26136032404343,-4.06853519440402,0.000406783687718037,0.00310557436542174,-0.346687782178176
"mmu-miR-501-3p_st",-1.88500603309245,3.35318945300017,-4.06800294299653,0.000407344256916399,0.00310557436542174,-0.348026044250077
"age-miR-513b_st",2.02186022021765,3.14751831104376,4.0676757875708,0.000407689197171071,0.00310557436542174,-0.348848607819324
"mmu-miR-106b-star_st",-2.85719508414438,4.18775103985117,-4.066956694736,0.000408448396628978,0.00310810537454281,-0.350656569955867
"hsa-miR-501-3p_st",-2.64999700059559,3.58235879144649,-4.06145732578124,0.000414300889450788,0.00314957339597072,-0.364481145072117
"mmu-miR-874_st",-2.65876327379079,4.33502086693746,-4.06049634596076,0.000415332050046937,0.00315434399525443,-0.366896522373872
"mne-miR-181a-star_st",4.71845801589444,5.13552085952996,4.05045040128573,0.000426264691848821,0.003234231618251,-0.392139717531023
"ebv-miR-BART2-3p_st",3.48183739323712,5.28831452110911,4.04845771286448,0.00042846682701767,0.00324560479081417,-0.39714540770034
"hsa-miR-339-5p_st",-2.42387405007047,3.8651496280446,-4.04813936765481,0.000428819672720515,0.00324560479081417,-0.397945054088315
"rno-miR-18a_st",-3.64280434835191,4.17012757735989,-4.04766923733193,0.000429341278381125,0.00324560479081417,-0.399125944007321
"ppy-miR-145_st",-4.70483506379243,6.54629343613318,-4.04759394815674,0.000429424869315655,0.00324560479081417,-0.399315055447621
"mml-miR-140-3p_st",-3.59440546990373,6.27486607372635,-4.04630955703804,0.000430853363723424,0.00325325510869426,-0.402541081454472
"ACA7_s_st",-1.62344527718759,4.75533746788279,-4.04352144770232,0.000433970467242645,0.00327362857287767,-0.409543309902528
"bta-miR-106_st",-4.56026988191464,5.30233873440673,-4.04309197335183,0.000434452595687219,0.0032740644395288,-0.410621831363812
"mmu-miR-34a_st",-4.22953070579348,5.15039529264573,-4.04272396751541,0.000434866140528585,0.0032740644395288,-0.411545971000693
"fru-miR-27e_st",-1.37153041280486,2.63291485443577,-4.03847034020893,0.000439674456194869,0.00330707976435313,-0.422226480438938
"bta-miR-19b_st",-4.14782213027853,5.70508628358171,-4.03609030153905,0.000442387739642284,0.00332428863971582,-0.428201564488404
"ENSG00000212397_st",2.02964383745029,3.80779141586302,4.03558535786842,0.000442965507364715,0.00332543269938064,-0.429469132549707
"dme-miR-31a_st",-1.9101291776484,3.15423053091085,-4.0350437343698,0.000443586073640369,0.00332689555230277,-0.430828742558104
"mne-miR-224_st",1.43859836706989,3.66822681426547,4.03208307046779,0.000446993470108504,0.00334923678705461,-0.438260087224757
"mmu-miR-744-star_st",1.52367762957209,2.62072914280033,4.03117010712307,0.000448049396337098,0.00335244518023267,-0.44055142385961
"hsa-miR-500-star_st",-3.38644534676957,4.24834927621823,-4.0309713377797,0.000448279617830216,0.00335244518023267,-0.441050276954802
"dre-miR-430j_st",1.27767197389117,3.76828894723464,4.03052505291534,0.000448796946126965,0.00335310529061399,-0.442170303434176
"ame-miR-31a_st",-1.86919828943211,2.82312568001278,-4.02950064646637,0.00044998665787889,0.00335878293345131,-0.444741126295812
"age-miR-19b_st",-4.35997975686154,5.46172239595757,-4.02878937699811,0.000450814534611498,0.00336175151525654,-0.446526029954295
"dme-miR-289_st",2.61382226880459,7.80839375507918,4.0276107137791,0.000452189744305934,0.00336738357825455,-0.449483697590553
"mmu-miR-193_st",-1.91576890044412,3.45918967943306,-4.02740381207379,0.000452431574813471,0.00336738357825455,-0.450002866067737
"rno-let-7i_st",-3.59461926892724,5.47505183436858,-4.0268722644153,0.000453053443291716,0.0033688036720502,-0.451336627770719
"mml-miR-27a_st",-3.36263024366413,5.2811436966727,-4.02578288068571,0.000454330575047103,0.00337508882508851,-0.454070000635301
"hsa-miR-28-3p_st",-2.29216155780278,4.09589804452531,-4.02423918358901,0.000456146409747128,0.00338339904174367,-0.457943029495879
"tni-let-7h_st",-1.99998540515872,3.89422268455978,-4.02409607399084,0.000456315110684303,0.00338339904174367,-0.458302065979798
"ssc-miR-145_st",-4.08323785350708,6.98743675412956,-4.02212901845333,0.00045864017586882,0.00339741514162543,-0.463236789783715
"mml-miR-875-3p_st",-1.1781461462137,1.84226723009391,-4.02037272569906,0.000460726003589464,0.00340963420270044,-0.467642352971234
"fru-miR-19b_st",-3.97397480011354,5.82132526377092,-4.01930954930986,0.000461993214048928,0.00341577764218767,-0.470309077754768
"rno-miR-140-star_st",-3.60510749396237,6.28446205629717,-4.01886062192249,0.000462529328050677,0.0034165091670284,-0.471435061117877
"hsa-miR-342-5p_st",-2.07138373268002,3.43114168534877,-4.01602181084523,0.000465933721816145,0.00343658324028343,-0.478554656677725
"mtr-miR395e_st",1.01178975657098,1.86117062861468,4.01586171143709,0.000466126453576512,0.00343658324028343,-0.478956146662835
"mdo-miR-449_st",-2.99526103006765,2.70997808159653,-4.01505107908298,0.000467103522628697,0.00344054102671373,-0.480988962097252
"hsa-miR-7_st",1.7461072418109,3.97181833428285,4.01168665956585,0.000471180376058903,0.00346730191986848,-0.489424967808968
"hsa-miR-517-star_st",1.16534551751387,3.26229098233105,4.00907568767683,0.000474368430342458,0.00348747815910283,-0.495970741881394
"mmu-miR-703_st",2.35834174105258,3.76921333822091,4.00532030255474,0.000478991216573696,0.00351815447135661,-0.505384014092887
"ggo-miR-31_st",-5.73858610507489,5.88969162609278,-4.00223009058789,0.000482828524979154,0.00354300931710055,-0.513128559120542
"osa-miR169f_st",1.58982021045714,2.12145060662895,3.99607546712559,0.000490561735549669,0.00359637895245841,-0.528549201858075
"hsa-miR-377_st",1.40188708615671,2.59468559219373,3.99455402083968,0.000492492184300137,0.00360287842258167,-0.53236046215651
"hsa-miR-141_st",-3.97124526348378,5.83605479491096,-3.99448903615733,0.000492574805232188,0.00360287842258167,-0.532523243461967
"pta-miR946b_st",1.75739608700796,2.59881786014022,3.9942641690097,0.000492860804857353,0.00360287842258167,-0.533086512866615
"cfa-miR-652_st",-3.61644861889649,4.68759286233302,-3.99392509060234,0.000493292375196723,0.00360287842258167,-0.53393585704854
"cel-miR-42_st",1.14914215059763,2.68353940755526,3.99129312087794,0.000496654986978234,0.00362405109545742,-0.540528048468517
"mmu-miR-466f-5p_st",-1.87671303838837,2.25935664434893,-3.98997245924695,0.000498350781443565,0.00363303298225883,-0.543835505996032
"ptr-miR-145_st",-3.85113455940377,7.19181772562435,-3.98505836705728,0.000504711054908687,0.00367597101035544,-0.556140257164957
"sla-miR-19b_st",-3.11109642422863,6.49015114637204,-3.98224600029909,0.000508387050750158,0.00369929683576581,-0.563180869351255
"rno-miR-497_st",-3.1443366559056,3.13756343309627,-3.98087321960066,0.000510190971086445,0.00370896971073541,-0.566617161628569
"dme-miR-1014_st",1.11972041870564,2.05177165289528,3.97851411573224,0.000513305746017724,0.00372814535792613,-0.572521778076251
"bna-miR171f_st",1.36149290783462,2.29527686945581,3.97761703807233,0.000514495094020446,0.00373135440954681,-0.574766879332644
"rno-miR-24-1-star_st",-1.61709552789613,2.44646582083023,-3.97746080802474,0.000514702502046252,0.00373135440954681,-0.575157862360965
"cfa-miR-16_st",-5.41795795705904,7.81696281189543,-3.97494000676774,0.000518060495706536,0.0037487433092098,-0.58146598312037
"xtr-miR-425-5p_st",-3.9474082625834,5.39151799084526,-3.97404585170287,0.000519256797318438,0.0037539240250172,-0.58370333044884
"ENSG00000212458_st",1.39655749389833,3.01044799626096,3.97061992941453,0.000523865659852462,0.00378374319015434,-0.592274622099099
"sme-miR-124c_st",1.20354714388013,2.16150405108519,3.96908189149782,0.000525947871077539,0.00379527480375897,-0.59612209990195
"mml-miR-423-3p_st",-2.01805713557817,6.84744853743797,-3.96588387821588,0.000530303543186646,0.00382317545203288,-0.604121035296592
"hsa-miR-17-star_st",-2.59155350507005,3.62229113663773,-3.96275765947508,0.000534595815532866,0.00385056801694871,-0.611939017797429
"U69_st",1.01654325885936,2.80829486914262,3.96022296299344,0.000538101070472014,0.00386868432910652,-0.618276729179715
"lla-miR-19b_st",-4.46693493077161,5.44287643921107,-3.95962629060049,0.000538929504456976,0.00387107911519418,-0.61976850737443
"ppa-miR-181a-star_st",4.39143553422144,4.86485716633555,3.95783209370649,0.000541428194680643,0.00388545577725365,-0.62425399013176
"hsa-miR-140-3p_st",-4.3024332827435,5.68931896754856,-3.95196071133449,0.000549685110813778,0.00393529063164382,-0.638929237290604
"fru-miR-22a_st",-2.23443583253363,2.80570897182971,-3.94997476769401,0.000552505944030321,0.00394683176654201,-0.643891904733492
"rno-miR-19a_st",-1.40551248977925,2.12615866157465,-3.94843811966048,0.0005546983879997,0.00395470039970711,-0.647731443670907
"mmu-miR-19b_st",-3.81753962605809,5.91691411746795,-3.94838754119978,0.000554770697475381,0.00395470039970711,-0.647857815598684
"tni-miR-128_st",-1.27186849318726,2.15469305935068,-3.9481394111566,0.000555125571142508,0.00395470039970711,-0.648477771286984
"hsa-miR-641_st",1.58912439104554,3.88117088958297,3.94775279422038,0.000555678953773714,0.00395503736224187,-0.649443720511833
"mmu-miR-497_st",-3.09672307648791,3.32454648670629,-3.94328175472354,0.000562118204896899,0.00399722818131871,-0.660612906672267
"hsa-miR-1249_st",2.45310292348774,4.23085236439794,3.94216168878908,0.000563742827181618,0.00400513654038577,-0.663410514946985
"zma-miR171e_st",1.35570684165612,2.08998762340294,3.93121864752694,0.000579860883238359,0.0041159062693077,-0.690733607411577
"xtr-miR-18a_st",-3.44898657046133,4.41833346062888,-3.92824618169695,0.000584316929152319,0.00413549354935122,-0.698152391609215
"dre-miR-150_st",-1.37397702579443,2.91897691385293,-3.9280305064679,0.000584641559430387,0.00413549354935122,-0.698690631117753
"fru-miR-192_st",-1.43706369774341,2.48523253005714,-3.92776586013832,0.00058504014293502,0.00413549354935122,-0.699351073689896
"mmu-miR-883a-3p_st",1.16870218519561,1.94066145565958,3.92776381686586,0.000585043221346585,0.00413549354935122,-0.699356172772747
"dre-miR-140-star_st",-2.95349771106451,6.94322645267659,-3.92735345699691,0.000585661796621515,0.00413549354935122,-0.700380232792236
"mmu-miR-302b-star_st",1.31412048112584,3.5623079168778,3.92479654848644,0.000589530617473823,0.0041581062956299,-0.70676048490549
"rno-miR-423_st",-3.00520781741193,5.98313513237475,-3.92299771707473,0.000592267482365871,0.00417364325941324,-0.711248531896417
"bta-miR-497_st",-3.02334223019978,3.3992379484139,-3.91760290979407,0.000600550802870091,0.00422820227426105,-0.724705600106187
"osa-miR171d_st",1.62378800889399,2.34458929882054,3.91644692668217,0.000602340521132467,0.0042369857539606,-0.727588579518191
"ebv-miR-BART20-3p_st",1.00855969776144,2.50610485351496,3.91441896509512,0.000605492958653724,0.00425533046032271,-0.732645761343401
"hsa-miR-145_st",-4.45701991787943,6.77786649069971,-3.90993114537177,0.000612527105187388,0.00429632484586315,-0.743834976769863
"ppy-miR-19b_st",-3.85424388051953,5.83722073421724,-3.90987808264337,0.000612610754612875,0.00429632484586315,-0.743967256917895
"ppy-miR-106b_st",-3.86771658422794,6.24986986712034,-3.90955205409431,0.000613124961269147,0.00429632484586315,-0.744780004674069
"lca-miR-19b_st",-4.06812945671855,5.79176506783997,-3.90836730676048,0.00061499710639324,0.00430277742745136,-0.747733295104407
"mmu-miR-466j_st",-1.79552229386377,2.29584567476447,-3.90640889020857,0.000618104162172953,0.00431678644091298,-0.752614694907249
"ath-miR169h_st",1.1509170580954,2.7669275881259,3.90593669767545,0.000618855612579099,0.00431817554670148,-0.753791559733353
"rno-miR-300-5p_st",-1.28133651041232,2.07919786960835,-3.90485336503092,0.000620583037358312,0.00432270017817654,-0.756491467261929
"hsa-miR-497_st",-3.12010182997323,3.35894842204668,-3.9048362829786,0.000620610313488686,0.00432270017817654,-0.756534038145123
"rno-miR-340-3p_st",1.05007578385714,2.0933389600325,3.90085008185838,0.00062700775662008,0.00435948898397324,-0.766467008675129
"rno-miR-99a_st",-2.89039912173454,7.81124590815302,-3.89911659856552,0.000629810040117473,0.00437508041201604,-0.770785819240139
"ggo-miR-106b_st",-3.87880245677564,6.24191915319001,-3.89743090589528,0.000632546893595721,0.00439019002970742,-0.77498512646018
"ggo-miR-19b_st",-4.52589760674335,5.4797968400224,-3.89666259174905,0.000633798193618166,0.00439497150233005,-0.776898966111027
"mml-miR-342-5p_st",-2.14108960650095,3.14365408158492,-3.89426453737083,0.000637719435304272,0.00441824236427561,-0.782871844645118
"hsa-miR-1236_st",1.34203847928704,2.80960379200113,3.89179332718568,0.000641785290110041,0.00444247302232947,-0.789026014796173
"ggo-miR-98_st",-1.74824570770679,2.83642611319089,-3.89131992677035,0.000642567078389931,0.00444394842267019,-0.790204839276744
"ptr-miR-106b_st",-3.94391975849094,6.18804586103936,-3.88956462091238,0.000645474037550759,0.00446010575018495,-0.794575463888504
"rno-miR-106b-star_st",-2.65956410984985,4.04933387886674,-3.88560777130725,0.000652074541301897,0.00450171279795876,-0.804426085821106
"ENSG00000207098_st",1.61910817466479,4.87938821748015,3.88507734804709,0.000652964386828478,0.00450171279795876,-0.805746397099249
"vvi-miR535e_st",1.40492473824534,3.08700581520396,3.88492297810942,0.00065322358450227,0.00450171279795876,-0.806130641259284
"ggo-miR-145_st",-3.9409757731575,7.08492172905283,-3.88198359124925,0.000658178385425486,0.00453105973531358,-0.813446402970257
"osa-miR818c_st",1.01653190479352,2.50929623000579,3.87739727288793,0.000665983332350409,0.00457584787851808,-0.82485849125128
"mml-miR-99a_st",-3.46533861876238,7.38583366727051,-3.87706973490818,0.000666544205128423,0.00457584787851808,-0.825673375352565
"ppa-miR-99a_st",-3.63876756658342,7.17360061230405,-3.87685707941343,0.0006669086031519,0.00457584787851808,-0.826202433533113
"mml-miR-502-3p_st",-3.19936446692764,4.47703923427452,-3.87580997267948,0.000668705745220132,0.00458415385868012,-0.828807390886642
"osa-miR445d_st",3.77649348289915,4.62708216147934,3.87387103436107,0.000672046124248019,0.00460301530324125,-0.833630564872714
"dme-miR-980_st",-1.48709278932004,2.4851953880809,-3.87334047350222,0.000672963025883719,0.00460525923579796,-0.834950250258538
"cfa-miR-502_st",-3.20324459314517,4.47323528702937,-3.87280374780998,0.00067389183402606,0.0046075806499682,-0.836285224807963
"cfa-miR-497_st",-3.28235480258649,3.2731243503315,-3.87056439715077,0.000677780678913531,0.00462607511415654,-0.841854576994229
"kshv-miR-K12-6-5p_st",2.95537888123843,3.32443989649654,3.86686506760869,0.000684253341886046,0.00466617789427526,-0.851053225650783
"bmo-miR-10_st",-2.06280881700559,3.49015804100373,-3.86187546827507,0.000693079997486983,0.00472224950336597,-0.863456798171288
"mdo-miR-152_st",-3.103978562465,4.06861346408385,-3.86140788746129,0.000693912871100339,0.00472380582547835,-0.864618948222011
"U46_x_st",-1.42048983070762,4.22654907304094,-3.86040689303165,0.000695699194031235,0.00473184438760148,-0.86710675579703
"rno-miR-19b_st",-4.21066611952711,5.68049649966888,-3.85961646857782,0.000697112940494238,0.00473733706953258,-0.869071113558411
"hsa-miR-373-star_st",1.69073266247304,3.38620869602222,3.85617926736823,0.000703293626824626,0.00477518652791872,-0.877612065355295
"cel-miR-257_st",1.05302003770268,2.97950746905883,3.85445067591432,0.000706422274685642,0.00479226569155233,-0.881906653474639
"mdo-miR-125b_st",-2.4197800614179,9.41162834409487,-3.85268742023579,0.000709627766809099,0.00480983607772169,-0.886286869510972
"U51_st",1.91990657070623,5.81384138728201,3.84918752154337,0.000716032809745179,0.00484513690600506,-0.89497971111918
"bta-miR-140_st",-3.844523568313,6.07536045962342,-3.8491640824543,0.000716075895897101,0.00484513690600506,-0.89503792109366
"cfa-miR-140_st",-4.25006305130957,5.66299016271182,-3.8475613999913,0.000719028031123119,0.00486090316888164,-0.899017904100666
"tni-let-7d_st",-2.39539782358855,4.66301186248562,-3.84600295822019,0.000721910152194659,0.00487616926482391,-0.902887625029541
"gga-miR-19b_st",-4.19047341318895,5.70332049107241,-3.84553502997842,0.000722777735898875,0.00487781347672687,-0.904049447168096
"ggo-miR-99a_st",-2.83214368229334,7.83716254394192,-3.84314480149448,0.000727225468843834,0.00490359537447331,-0.909983607639234
"mne-miR-19b_st",-4.1731073590315,5.62284302725358,-3.84199209500589,0.00072938003177352,0.00491360906081293,-0.912845071678089
"sbi-miR171b_st",1.85682135788691,3.52122208742954,3.84167809570696,0.000729968025541114,0.00491360906081293,-0.91362450213178
"osa-miR395p_st",1.11058337484233,1.93542309313682,3.84051236238616,0.000732155052972492,0.00492408927623066,-0.916518024417861
"spike_in-control-17_st",2.06210058549888,3.34827623860609,3.83827125653914,0.000736377696829476,0.00494823018118861,-0.92208015785303
"cre-miR1169-star_st",6.01072958855807,6.83696059989323,3.8379201315359,0.000737041445196356,0.00494843547612502,-0.922951530179944
"osa-miR445i_st",3.81027746510462,4.50067845553502,3.83087459908628,0.000750484955596163,0.00503005139621271,-0.940431865324751
"xtr-miR-365_st",2.47524561426307,3.50063251408645,3.83047998755327,0.000751244997418034,0.00503083089530586,-0.941410675919849
"hsa-miR-1288_st",2.09621288098225,5.52731681077077,3.82936065584445,0.000753405006543693,0.00504097613539294,-0.944186972358503
"vvi-miR171b_st",1.24073864325919,2.67311265771161,3.82889448136893,0.000754306397571206,0.00504268990335241,-0.945343171411611
"mmu-miR-720_st",4.5835224597317,8.2124650932631,3.82814520273247,0.000755757418129743,0.00504807198519995,-0.947201446001354
"ptr-miR-19a_st",-1.27324053047901,2.09290081814402,-3.82746390002786,0.00075707918084623,0.00505240786942857,-0.94889105394687
"xla-miR-19b_st",-3.71263738074046,6.03606551560971,-3.82714453113719,0.00075769955508257,0.00505240786942857,-0.949683051690785
"osa-miR443_st",1.35391521628247,2.74622617266554,3.82627422889046,0.000759392654893829,0.00505938073145377,-0.9518412144437
