"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa-miR-1234_st",2.63487601855908,5.81036692393276,5.30959409623267,1.60864928780304e-05,0.000265223505995375,2.81967803836831
"lla-miR-100_st",-4.49787494970904,6.10521648256055,-5.29724782557898,1.66096008064766e-05,0.00027311261689933,2.78812076561576
"mdo-miR-10a_st",-3.09613636184443,4.61208510577212,-5.29531701719824,1.66929451876186e-05,0.00027311261689933,2.78318509275458
"rno-miR-30a-star_st",-2.90194375514681,2.9789710639809,-5.29514957014887,1.67001929622454e-05,0.00027311261689933,2.78275704619454
"gga-miR-31_st",-4.01278713626147,3.49004784685396,-5.29504370591912,1.6704776823785e-05,0.00027311261689933,2.78248642389756
"age-miR-21_st",-3.27747509055823,3.4146017302131,-5.29330270430109,1.67803433863484e-05,0.000273775331031968,2.77803581888699
"mdo-miR-187_st",-2.8559885051528,2.528253171652,-5.28744576350147,1.70370967833408e-05,0.000277385232003767,2.7630626620771
"hsa-miR-152_st",-3.17708926168756,3.25933117148426,-5.27931634004646,1.7400045420905e-05,0.000282705519676451,2.74227797710474
"ptc-miR169o_st",1.82331027076342,2.59477646591337,5.27770538749702,1.7472888361306e-05,0.000283300046770968,2.73815894922237
"hsa-miR-132_st",-3.41106023444157,3.73406227350893,-5.26656763266022,1.79849851393786e-05,0.00029099929371479,2.7096785558413
"mmu-miR-92b_st",-4.12694092003899,5.47201696587537,-5.25984457986628,1.83013931160372e-05,0.000294897705570784,2.69248503225066
"tni-miR-19a_st",-1.81176221637701,2.33169942415859,-5.25717297998503,1.84286787881614e-05,0.000296337705204695,2.68565228098806
"ptc-miR480a_st",1.81333386553049,3.66072960192058,5.25618543707007,1.84759547220035e-05,0.000296487856575888,2.68312653229983
"cfa-miR-21_st",-3.29251791756126,3.39727307578725,-5.25064818205588,1.87433080927718e-05,0.000299821225646604,2.66896382448022
"rno-miR-30d_st",-3.55062796717634,5.92642087526795,-5.2502967557938,1.87604068254881e-05,0.000299821225646604,2.66806494436176
"mml-miR-30d_st",-3.91218777397547,5.54085733620576,-5.24628846785508,1.89565463788306e-05,0.000302337571327675,2.65781224899153
"mml-miR-150_st",-4.12840338539491,4.26041276237048,-5.24363657312524,1.9087447041671e-05,0.0003038052925268,2.65102876205963
"HBII-85-22_x_st",-1.30825707687677,2.06715005933798,-5.24164577504884,1.91863132127625e-05,0.000304185607854235,2.64593620305508
"dre-miR-199-star_st",-3.95160895770549,4.14471334477544,-5.24119014087365,1.92090131683843e-05,0.000304185607854235,2.64477065142577
"cbr-miR-51_st",-2.0442627678369,2.90982231642167,-5.24080722131795,1.92281113602037e-05,0.000304185607854235,2.64379110517355
"dps-miR-92b_st",-2.44484422653217,4.3868609007551,-5.23744807131179,1.93964716424381e-05,0.000306229143203342,2.63519787448265
"dre-miR-10c_st",-1.63370499012867,2.08307150559477,-5.2273041320173,1.99139514886232e-05,0.000313765183233045,2.60924603602951
"rno-miR-146a_st",-3.74667070728517,3.2194234944111,-5.22147473732323,2.0217598953579e-05,0.000317908522781127,2.59433098108877
"cfa-miR-99a_st",-4.39738698522461,4.94906782366455,-5.21268959400023,2.06840407146995e-05,0.000324569497158327,2.57185152401166
"xtr-miR-187_st",-2.67899738244568,2.48181332469077,-5.21194124685356,2.07242711557268e-05,0.000324569497158327,2.56993654995623
"hsa-miR-648_st",-1.00554395131216,1.81084415265183,-5.21115884359691,2.07664166778013e-05,0.000324579092674035,2.56793441172073
"mml-miR-15a_st",-3.99926848240373,3.5118361899758,-5.19937572379343,2.1411673441378e-05,0.000333996462962813,2.53777985128781
"mmu-miR-200a-star_st",-2.3408339193631,3.38176703508831,-5.18538186009258,2.22042720319749e-05,0.000345670091493793,2.50196289780938
"AFFX-r2-Ec-c3-bioB-3_st",2.116094402625,4.56201998928579,5.18333106268147,2.23228831708402e-05,0.000346165968667728,2.49671350751551
"xtr-miR-100_st",-4.36354713147446,6.19683104227579,-5.18329947520384,2.23247150618727e-05,0.000346165968667728,2.4966326527695
"mml-miR-98_st",-2.3096834866676,2.87528739891517,-5.16872478050516,2.31863136143543e-05,0.000358779732981487,2.45932304238033
"mml-miR-203_st",-2.50651817013338,3.28122089999134,-5.16800017899773,2.32300121418595e-05,0.000358779732981487,2.45746800790834
"cbr-miR-35_st",-1.68809731946945,2.81984021801598,-5.16209070264636,2.35895034404838e-05,0.000363364528281918,2.44233884035734
"xtr-miR-18b_st",-2.26761279788881,2.52697973272039,-5.16142749078576,2.36301964807754e-05,0.000363364528281918,2.44064086513817
"hsa-miR-143_st",-4.24225150726808,5.96263843601109,-5.16068169264948,2.36760412057649e-05,0.000363364528281918,2.4387314378606
"dme-miR-252_st",-1.79061433643029,2.36711485505444,-5.16008396905658,2.37128482947893e-05,0.000363364528281918,2.43720110869024
"ptc-miR162c_st",1.95676143886153,4.09615571939046,5.15737472623734,2.38804035255144e-05,0.000365215956070244,2.43026463368874
"mmu-miR-500_st",-2.66455532424474,3.5439539072839,-5.14872445795108,2.44234031193787e-05,0.000372707073303836,2.40811624115668
"hsa-miR-10b-star_st",-1.93366032356575,2.34744513620868,-5.14806023399077,2.44656082667777e-05,0.000372707073303836,2.40641547465216
"ppa-miR-28_st",-3.75276256601686,3.63039551632945,-5.14287555969599,2.4797577310233e-05,0.000377029312605975,2.39313962250773
"mdo-miR-132_st",-3.28050557198469,3.82623885330592,-5.14163053374867,2.48779675338158e-05,0.000377414930627392,2.38995152902617
"ppy-miR-187_st",-3.32713330082513,3.66683086233877,-5.14043593675131,2.49553480957343e-05,0.000377414930627392,2.38689253620064
"mne-miR-130a_st",-2.96609064629202,4.19582047085983,-5.1402437334658,2.49678207465594e-05,0.000377414930627392,2.3864003603109
"ptr-miR-21_st",-3.37411505780108,3.51937805649267,-5.13504764513602,2.53073977457905e-05,0.000381809485296048,2.37309441838181
"rno-miR-28_st",-3.5872129828365,3.83652463153901,-5.126598555407,2.58695157518987e-05,0.000389538084009804,2.35145713469926
"mml-miR-10b_st",-2.95018694274057,4.901861471388,-5.11873487750832,2.64039667092516e-05,0.000396821153524618,2.33131776281834
"ggo-miR-143_st",-4.46572974442308,5.7862484142881,-5.11247911703283,2.68370581269492e-05,0.000401863900670652,2.31529552618371
"dre-miR-125c_st",-2.62865818297973,5.73446996996398,-5.11240332514643,2.68423488355829e-05,0.000401863900670652,2.31510140374797
"hsa-miR-28-5p_st",-3.55866622620225,3.94550332487524,-5.11124869246271,2.69230786701246e-05,0.000402301835195074,2.31214408063709
"ppa-miR-98_st",-1.79771025324973,2.43181386892545,-5.10997581199269,2.70123592057633e-05,0.000402865624414199,2.30888386508595
"hsa-miR-424_st",-1.19844617108116,1.67857927729522,-5.10543591435112,2.73332220742556e-05,0.000406874534305348,2.29725563421178
"rno-miR-21_st",-3.06599378153348,3.59610695770159,-5.10295162980836,2.75104217777773e-05,0.000408100770339582,2.29089237659845
"mmu-miR-10a_st",-3.33300528364512,4.22224514905883,-5.10281725802523,2.75200391514984e-05,0.000408100770339582,2.29054819302265
"mml-miR-331-5p_st",-1.45770305707249,3.70962270574634,-5.08777571662485,2.86182596270005e-05,0.000423582763229184,2.2520184407186
"cel-miR-54_st",1.5585638008262,3.71628197178546,5.08482918651899,2.88385013051205e-05,0.000426035704535948,2.2444703051301
"mmu-miR-676_st",1.39820801764258,3.75229930501056,5.08241110721609,2.90205159359364e-05,0.000427915720828949,2.23827580198293
"hsa-miR-593_st",-1.73477359652046,2.40745979202343,-5.07974313583272,2.92226811095206e-05,0.000430085221979102,2.23144103445438
"mml-miR-339-3p_st",-2.25389475261022,4.54794960166953,-5.07854560058222,2.93138840173442e-05,0.000430616548111926,2.22837317213001
"mdo-miR-21_st",-3.29786402774462,3.47139613880614,-5.07712898313881,2.94221415390801e-05,0.000431395940202459,2.22474403420907
"cel-miR-72_st",-3.94765401190053,3.71925446821808,-5.06924734292938,3.00318352617738e-05,0.000439510847510791,2.20455204734543
"dre-miR-27d_st",-2.1157707773445,2.5071234514955,-5.06325701041951,3.05037062568274e-05,0.000445582176443189,2.18920481661462
"fru-miR-132_st",-3.37911714097999,3.61160555807895,-5.06053969941603,3.07202047631034e-05,0.000447203518492643,2.1822429054937
"smo-miR1103-5p_st",2.36428839035879,4.42091831682109,5.06042786917245,3.072914771984e-05,0.000447203518492643,2.18195638770758
"rno-miR-324-3p_st",-2.85358066564924,3.97925862656741,-5.05873600622871,3.08647640715873e-05,0.000448342251337277,2.1776216831354
"bta-miR-132_st",-3.33722124444584,3.72291449022102,-5.05601982688547,3.10837469021867e-05,0.000450685495437085,2.17066251031556
"smo-miR319_st",2.193339565634,4.96191249827191,5.05120360058838,3.14758855057741e-05,0.000455462760074535,2.15832253874987
"xtr-let-7i_st",-3.71620439800808,4.0447175439402,-5.05054619824628,3.15297956750254e-05,0.000455462760074535,2.15663814246655
"dre-miR-140_st",-2.00325719774679,2.7372197967919,-5.04824320916661,3.17193849318247e-05,0.000457356076092638,2.15073738246343
"dre-miR-19c_st",-2.420724296687,3.76586123935878,-5.04403914640701,3.20684361994666e-05,0.000461537438119395,2.13996549464016
"tni-miR-132_st",-3.55213921238182,3.62253990819226,-5.03812459397659,3.25660500351216e-05,0.00046783764894205,2.12481055005901
"mml-miR-199a-3p_st",-3.66437830260072,3.85152128565146,-5.03657563924407,3.26976468194992e-05,0.000468866256686947,2.1208415766042
"mmu-miR-27a-star_st",-2.61501656736457,2.95988150376651,-5.03304989447203,3.2999184512677e-05,0.000472127047166868,2.11180726766547
"dre-miR-30d_st",-3.75905292692399,5.7237278868942,-5.03250688688517,3.30458726551858e-05,0.000472127047166868,2.11041586258375
"hsa-miR-339-3p_st",-1.95476807988762,4.82733556655416,-5.02690940747614,3.35310331894708e-05,0.000477222853807647,2.0960726814423
"mdo-miR-31_st",-4.43071130639342,3.68758590427896,-5.02656339167638,3.35612578569337e-05,0.000477222853807647,2.09518602797428
"cfa-miR-150_st",-3.72059151235168,4.4802645774929,-5.02628332963523,3.35857414707877e-05,0.000477222853807647,2.09446837786876
"age-miR-10a_st",-3.51668212518726,4.19771269975563,-5.02234732520985,3.39317397257699e-05,0.000481172576799119,2.08438241183617
"mne-miR-21_st",-3.23139517049878,3.39430031609428,-5.02142246838948,3.40135584074159e-05,0.000481172576799119,2.08201245576348
"cgr-miR-21_st",-2.96565918226851,3.45622243842624,-5.01879759923497,3.42468520898289e-05,0.000482533082131151,2.07528615627935
"odi-miR-31_st",-4.91309662012495,4.06430019721008,-5.01855325565777,3.42686505289953e-05,0.000482533082131151,2.07466001597861
"age-miR-15a_st",-4.19613271785606,3.4372294180637,-5.01786720922152,3.43299288118899e-05,0.000482533082131151,2.07290199139974
"mmu-miR-467g_st",1.72347220940495,2.37697522996618,5.01588815409056,3.45073173007101e-05,0.000483175741211929,2.06783055124118
"mdo-miR-143_st",-4.41654609992703,5.49409440536965,-5.01528979469597,3.45611310732525e-05,0.000483175741211929,2.06629721493299
"xtr-miR-200a_st",-4.21802200697054,4.8831849753036,-5.01280484889463,3.47855195670329e-05,0.000485444348957789,2.0599293411809
"mml-miR-143_st",-4.72548130915263,5.62047126694066,-5.01189668846168,3.48678903489948e-05,0.000485726493899099,2.05760209406125
"cbr-miR-235_st",-1.8779401560841,2.60658598332014,-5.01086551663403,3.49616559211694e-05,0.000486166087231207,2.05495961039592
"dre-miR-93_st",-1.46967371102589,2.14845691423667,-5.00456923935829,3.55397036193716e-05,0.000491900689918604,2.03882457104526
"mmu-miR-143_st",-4.23802316240775,5.96890105496118,-5.00437007067997,3.55581446838038e-05,0.000491900689918604,2.03831417014201
"gga-miR-21_st",-3.25734815357572,3.37305802986941,-5.0043189687071,3.55628777740257e-05,0.000491900689918604,2.03818321329286
"odi-miR-92a_st",-4.73725508375439,5.60773174138083,-5.00206318996418,3.57724408498872e-05,0.000493925132936164,2.03240240612022
"bta-miR-18b_st",-1.96302881899559,2.3760677835165,-5.00075448268375,3.58945885557635e-05,0.000494737583004042,2.02904860984743
"bta-miR-369-5p_st",-1.63205105245394,2.71204647386329,-4.99825009562488,3.61295036853148e-05,0.000497098717078759,2.02263063708924
"HBII-85-17_x_st",-1.01466989378091,2.45113562344817,-4.99435509252402,3.64979327267027e-05,0.000499402346349784,2.01264885991435
"xtr-miR-429_st",1.59257896619953,2.68025547889294,4.99408993731842,3.65231505535911e-05,0.000499402346349784,2.01196933950146
"AFFX-BkGr23-GC23_st",1.90103340255106,6.09629965872643,4.9939130594158,3.65399824166134e-05,0.000499402346349784,2.01151604947151
"aga-miR-100_st",-4.94409556924855,5.75506760932647,-4.99378109467936,3.65525453758255e-05,0.000499402346349784,2.01117785956081
"mmu-miR-200b-star_st",-3.23250830188562,3.92970502601425,-4.99067432674909,3.68495641688441e-05,0.000502581752145753,2.00321602286336
"sla-miR-128_st",-1.62492674484274,2.15467216236197,-4.98288151046459,3.76052959770099e-05,0.000511995449582461,1.98324481870459
"rno-miR-30c-2-star_st",-2.04264016923714,2.50228743052795,-4.9814834760483,3.77425120340936e-05,0.000512969967906855,1.97966194203864
"gga-miR-456_st",-1.17264498125418,1.72468777337742,-4.97863794209036,3.80233541585863e-05,0.000515889779078736,1.97236938984197
"mml-miR-20b_st",-3.90735420370391,4.6299297027108,-4.97389644511069,3.84959889331946e-05,0.000520818498737705,1.96021776857946
"gga-miR-30a-3p_st",-2.67434186130722,3.49010479445531,-4.97311801717689,3.85741447955844e-05,0.000520818498737705,1.95822278565343
"xtr-miR-30d_st",-3.74009059291752,5.74400435797014,-4.97299457902679,3.85865528815267e-05,0.000520818498737705,1.95790643372156
"cpa-miR162a_st",1.49024382859796,4.95051418461171,4.97000342261575,3.88884541159147e-05,0.00052398839468254,1.95024056703807
"mml-miR-100_st",-4.69637076757678,6.02068717364848,-4.96798528120255,3.90934864315072e-05,0.000525844400107106,1.94506836658242
"mmu-miR-27b_st",-4.02044844646276,5.21941955354394,-4.96490931904626,3.94080772851663e-05,0.000529165161483806,1.93718509915692
"rno-miR-152_st",-3.23257967456868,3.26078735391098,-4.96259733997074,3.96462045383025e-05,0.000531449551401087,1.93125979491148
"mml-miR-28_st",-3.12758728754697,4.17591972360268,-4.95884741791381,4.00355112976143e-05,0.000535383607425063,1.92164919499276
"cfa-miR-143_st",-4.10377335148809,6.02732179281443,-4.95845281919898,4.00766999799952e-05,0.000535383607425063,1.92063788367104
"cfa-miR-10_st",-2.43019942907938,3.43313642481715,-4.95518430207783,4.04195112407948e-05,0.000539041775335855,1.91226103403642
"mml-miR-628-3p_st",-1.19577800483117,2.24151605753441,-4.95422602709675,4.05205747120285e-05,0.000539468980195064,1.90980507615576
"dre-miR-27e_st",-1.76880686287297,2.10170407843213,-4.95308300902509,4.06414536963434e-05,0.000540158096321298,1.90687563870416
"ppy-miR-18_st",-3.60246270641803,3.63342776055836,-4.94804872481078,4.11781730714392e-05,0.000546362347289129,1.89397325926451
"mne-miR-17-3p_st",-2.64136419066922,2.94354642152763,-4.94349954146955,4.16692912264008e-05,0.000551941543956479,1.88231411506831
"gga-miR-449_st",-1.49778184595129,1.98070848646004,-4.93055866050222,4.30987411993139e-05,0.000569131836935615,1.84914774272652
"sla-miR-18_st",-3.49486763934192,3.70157895705277,-4.93016670607708,4.31427959636629e-05,0.000569131836935615,1.8481431971402
"bta-miR-660_st",-1.73965074652038,2.34172403699449,-4.9286020097581,4.33191149130921e-05,0.000569131836935615,1.84413301553007
"dre-miR-18a_st",-3.79954692839698,3.42210825086425,-4.92856915816142,4.33228245591671e-05,0.000569131836935615,1.84404881974071
"bta-miR-10a_st",-2.78414878182277,4.74595014512979,-4.92849486770293,4.33312147123085e-05,0.000569131836935615,1.84385841975008
"gga-miR-128_st",-1.35488257412896,2.16793087887662,-4.92261120884149,4.4000902768743e-05,0.000576958146204239,1.8287791297864
"mmu-miR-152_st",-3.09625304419541,3.30799124072226,-4.92021801700202,4.42762621959452e-05,0.000579596296585112,1.82264560610887
"cin-miR-92a_st",-2.27355842576254,3.49623472444287,-4.91843401628929,4.44826526462932e-05,0.000581324298379234,1.818073387532
"AFFX-r2-Ec-c2-bioB-3_st",1.70480544212661,5.05273026617734,4.91759957955682,4.45795194170648e-05,0.000581617603079068,1.8159348101255
"cel-miR-796_st",2.16643306265458,4.71800216577392,4.91643759820946,4.47147623262297e-05,0.000582409779299142,1.81295677107138
"bta-miR-99a_st",-3.97586459208901,5.26198764776162,-4.91129425273792,4.53183567203156e-05,0.000589289447203438,1.79977493972222
"hsa-miR-652_st",-3.83835833519398,4.52162851896147,-4.91065542633345,4.53938942928484e-05,0.000589291169266794,1.79813770213044
"mne-miR-28_st",-3.3882091484781,3.93068466244367,-4.90866779001577,4.56297297847059e-05,0.00059137037855303,1.79304362916463
"rno-miR-92b_st",-4.47239556139213,5.24490030250215,-4.90720020507841,4.58046490162824e-05,0.000592654523281866,1.78928239272535
"hsa-miR-505-star_st",-2.50869707525559,3.2138482131821,-4.90633142018071,4.59085149838305e-05,0.000593016602642373,1.78705580891687
"hsa-miR-621_st",-1.58636416813387,2.4131806889679,-4.90454431385492,4.61229126332275e-05,0.000594802907968107,1.78247569317364
"cfa-miR-328_st",-1.66337867984904,2.7841835301973,-4.90174158931128,4.64611777582265e-05,0.000598178095849325,1.77529270502245
"fru-let-7d_st",-2.51452599342968,3.04628263903404,-4.89907475810645,4.67853519301872e-05,0.000601361061405285,1.76845801921776
"ssc-miR-21_st",-3.36895648145209,3.57168299469567,-4.89665180340184,4.70818476830004e-05,0.000604178390217813,1.76224837659074
"hsa-miR-1286_st",1.59937391802901,3.30522695825748,4.89526544430317,4.72523426980392e-05,0.000605372226533076,1.7586953726684
"ptr-miR-15a_st",-4.01934604620434,3.39387420682226,-4.89251069018522,4.75929634801084e-05,0.000607761025059347,1.75163542917599
"mne-miR-18_st",-3.53797731753219,3.6665974489139,-4.89249961819054,4.75943374710582e-05,0.000607761025059347,1.75160705369902
"dre-miR-100_st",-4.27691333091076,6.32454335269347,-4.88928984006294,4.79943405268884e-05,0.00061186912107281,1.74338101034368
"hsa-miR-27a-star_st",-2.4793187885518,2.75018159957116,-4.88818754639757,4.81324848837846e-05,0.000612382154411571,1.74055605579528
"ppa-miR-130a_st",-3.50605414083237,3.76810036164094,-4.88771919054641,4.81913019786457e-05,0.000612382154411571,1.73935575687964
"mml-miR-152_st",-3.2218773188371,3.38786172686374,-4.8807800493795,4.90712268731397e-05,0.000621542363069023,1.72157231852041
"sla-miR-100_st",-4.78462216716404,5.92787069417346,-4.87836468245492,4.9381275341402e-05,0.000624417183634511,1.71538234951973
"cfa-miR-125a_st",-3.92469296381958,5.56897997105495,-4.87776935559165,4.94579957350944e-05,0.000624417183634511,1.71385668429787
"rno-miR-21-star_st",2.00203570832367,4.8328012683328,4.87582288223171,4.97096750441638e-05,0.000626582436242162,1.70886840403661
"ptr-miR-18_st",-3.53547799998392,3.68197522505633,-4.87479903526864,4.984257362575e-05,0.00062724591446898,1.70624457353754
"xtr-miR-15a_st",-3.87660328077316,3.47652428596388,-4.87190896899668,5.02196387377944e-05,0.000630975042983703,1.69883818858941
"csa-let-7b_st",-2.81216609613594,3.22173408056986,-4.86947140551236,5.0539888789225e-05,0.000633979503832734,1.69259148004951
"csa-let-7a_st",-1.84614325947252,2.85639513351898,-4.86058141531051,5.17253167319761e-05,0.000647809856186527,1.66980961211178
"rno-miR-409-5p_st",-1.43878787818847,2.52362180250585,-4.85808748091474,5.20628474130567e-05,0.000650993844052861,1.66341866431043
"xtr-miR-27c_st",-2.89488190324919,3.23629438488286,-4.85378103667093,5.26508908885902e-05,0.000657295067562831,1.65238311211313
"cfa-miR-152_st",-3.03439157878356,3.31708153852131,-4.84633259698244,5.36837330789389e-05,0.000668372237437128,1.63329638990152
"cfa-miR-128_st",-1.65887752071637,2.40796954033114,-4.84615042438404,5.3709246975114e-05,0.000668372237437128,1.63282957701435
"fru-miR-18_st",-3.42391532263095,3.94628848833672,-4.84215871136517,5.42713610572248e-05,0.000674293619494773,1.62260099313379
"hsa-miR-15a_st",-4.02563672299368,3.45312377350249,-4.8383847923149,5.48082270260782e-05,0.000679883006680637,1.61293064937588
"rno-miR-132_st",-3.18322285661711,3.94925047237773,-4.83596784499437,5.51548471235776e-05,0.00068215382639398,1.60673751026202
"cfa-miR-23b_st",-3.98278824688591,3.79416828085848,-4.8358912831449,5.5165862863851e-05,0.00068215382639398,1.60654133071499
"HBII-85-6_x_st",3.52719658414253,9.27607273683889,4.82883349079426,5.619086792182e-05,0.000693730857518204,1.58845696538255
"hsa-miR-125b-2-star_st",-2.85058761035511,3.85125201325647,-4.82742559555375,5.63976090367646e-05,0.00069518503883646,1.58484954884571
"hsa-miR-30d_st",-3.6317858524853,5.81022885444998,-4.8211098768944,5.73344543073554e-05,0.000705620095136981,1.56866723396511
"age-miR-18_st",-3.62824167198986,3.68019488516148,-4.81952722863873,5.75716505661106e-05,0.000707425234550557,1.56461220676917
"tae-miR1123_st",-1.40339502934485,2.64435389086335,-4.80855194954811,5.92438220577078e-05,0.000726829622262145,1.53649250978093
"ggo-miR-30d_st",-3.76848682169024,5.68098216246902,-4.80553510628121,5.97119289646358e-05,0.00073121984860657,1.52876337017696
"ppy-miR-143_st",-4.66446646906083,5.65326099982174,-4.80470217315285,5.98418220774668e-05,0.00073121984860657,1.52662942250387
"xtr-miR-150_st",-2.08378324558531,2.89874988716648,-4.80444254761568,5.98823676402053e-05,0.00073121984860657,1.52596427239182
"ptr-miR-513b_st",1.72089216453958,4.09903437508058,4.80291972989418,6.01207398538532e-05,0.000732985307266557,1.52206289527241
"ptr-miR-100_st",-4.44855956589624,6.27133048830755,-4.80115453079709,6.03982426554246e-05,0.000735221598679351,1.5175405937271
"mmu-miR-690_st",2.04718272646779,5.00205682809774,4.80012614981812,6.05605031227862e-05,0.000736050282899804,1.51490598420894
"ggo-miR-181c_st",-2.48482463424323,2.69903522230257,-4.79946817731539,6.06645486211321e-05,0.000736169949494018,1.51322033277947
"mml-miR-128b_st",-1.46749530298161,3.18286131383875,-4.79747866252613,6.09802420090254e-05,0.000738853629923308,1.50812346079119
"lca-miR-15a_st",-3.88718047772726,3.62359879518245,-4.79593219266397,6.12267699014446e-05,0.00074069227055695,1.50416165370121
"hsa-miR-625_st",-3.08669399427637,3.74546035994028,-4.79481114711508,6.14061033784717e-05,0.000741713597994987,1.5012897389597
"hsa-miR-20b_st",-3.62989001134756,4.86052703571321,-4.79069492694106,6.20690986002379e-05,0.000748564823396387,1.49074490529436
"mml-miR-141_st",-3.89471727992209,5.20848270147337,-4.78955442810389,6.2254062699619e-05,0.000749638674880621,1.48782325187248
"odi-miR-1479_st",1.7675733498477,4.36816097585623,4.78652715932467,6.27477015401413e-05,0.000753829168144231,1.48006830299974
"mml-miR-21_st",-3.31251622965382,3.38918596997178,-4.78623845858937,6.27949825287133e-05,0.000753829168144231,1.47932874692539
"cfa-miR-23a_st",-4.16884060996807,4.72493903886216,-4.77783225783382,6.41874347644468e-05,0.000769363194300846,1.45779546592909
"ggo-miR-28_st",-3.34598058223345,3.95054523713577,-4.77398413253057,6.48351367107724e-05,0.000774750142805331,1.44793854799898
"tni-miR-192_st",-1.80757379165125,2.44295677256165,-4.76783735472891,6.58833422669542e-05,0.000786073770711827,1.43219423461795
"lla-miR-15a_st",-4.00638377731691,3.50427509677122,-4.76498489230843,6.63755180462063e-05,0.00079073883160229,1.42488820224516
"dme-miR-313_st",-1.40900876413307,2.45489891804286,-4.76244228855408,6.68173316902633e-05,0.000794208421294446,1.41837594707279
"bta-miR-16_st",-5.74939711369413,5.38026969163427,-4.7621402430527,6.68700116713686e-05,0.000794208421294446,1.41760234017996
"dps-miR-100_st",-1.86077846428443,3.03772436456162,-4.75934599519302,6.73593344211148e-05,0.000798806067528091,1.410445725451
"mml-miR-650a_st",2.25418538976979,4.11560631361281,4.75830413966195,6.75426979859472e-05,0.000799766946606329,1.40777737015224
"sla-miR-28_st",-3.406799221559,3.89492784997641,-4.75286884952122,6.85074275337808e-05,0.000809963004805593,1.39385710167036
"cbr-miR-245_st",2.18010886566308,4.99592320047566,4.7520317765611,6.86572235070536e-05,0.000810507857564387,1.39171333696494
"ame-miR-100_st",-4.8517101642094,5.89931958662924,-4.75097242869395,6.88472661443021e-05,0.000811525467447543,1.38900034190317
"ppa-miR-181c_st",-2.56023906649404,2.68816793750678,-4.74757067761501,6.94610936930561e-05,0.000817527781944629,1.3802886026842
"xtr-let-7b_st",-2.78583387089683,3.24728489973483,-4.74311539532817,7.0273318088089e-05,0.000825702947326369,1.36887919484288
"U46_st",-1.95001041188865,3.73244739238348,-4.74260480153586,7.03670074113067e-05,0.000825702947326369,1.36757165741725
"mmu-miR-503_st",-1.58510832070239,2.23800866148156,-4.74060457587508,7.07352363284467e-05,0.000828610115150775,1.36244950096092
"lla-miR-28_st",-3.52103383604807,3.99101256815304,-4.74010873876114,7.08268147051462e-05,0.000828610115150775,1.36117978047793
"hsa-miR-582-5p_st",1.20591843494137,2.36094597052906,4.73274538381822,7.22008343473627e-05,0.000843422302577936,1.34232464733026
"ptr-miR-30a-5p_st",-4.06737209884454,6.06971848716265,-4.73160391333681,7.24162106530779e-05,0.00084467565112508,1.33940182908533
"ssc-miR-15b_st",-3.49271646730096,3.66690133436447,-4.72912204585484,7.28867185321046e-05,0.000848896729252456,1.33304693316726
"ppy-miR-141_st",-4.41151606133713,4.87690299520314,-4.72827296426063,7.30483871466228e-05,0.000849513609450681,1.33087286807331
"hsa-miR-18b_st",-2.38924324260523,2.95870085982517,-4.7271839243907,7.32562701683728e-05,0.000850665306635711,1.32808441752656
"hsa-miR-331-3p_st",-2.1747574742206,3.26940760782863,-4.72536604545861,7.3604598358975e-05,0.000853442041803249,1.3234298625773
"age-miR-100_st",-4.93529455183243,5.77150172191173,-4.72398135277105,7.38710342050576e-05,0.000855262418240778,1.31988450545667
"rno-miR-199a-3p_st",-3.53949396233773,3.94231777381063,-4.72013536525928,7.46161336737355e-05,0.000861649808977027,1.3100375148408
"cin-let-7b_st",-2.51362704104128,3.13056639061405,-4.71999617561919,7.46432400099101e-05,0.000861649808977027,1.30968115056571
"mne-miR-15a_st",-3.80870394531153,3.49530349211984,-4.71731276532383,7.51677479478513e-05,0.000865659755395503,1.30281096748525
"mml-miR-652_st",-3.89339449768507,4.4192734447115,-4.71708644868077,7.52121527720469e-05,0.000865659755395503,1.30223155014929
"hsa-miR-875-3p_st",-1.11168895083692,1.8507394437882,-4.71590815391342,7.54437663700516e-05,0.000867048579679343,1.29921489330279
"aga-let-7_st",-1.31533638371976,2.71855807232638,-4.71465791088064,7.56903029089177e-05,0.000868604577434937,1.29601407411275
"sla-miR-15a_st",-3.80650405830523,3.71528950119985,-4.71011356128281,7.65932156040638e-05,0.000877677389949792,1.28438016317536
"mdo-miR-128_st",-1.24218345233469,2.38115536623395,-4.7067850389048,7.72613857743156e-05,0.000884037671780786,1.2758592139877
"osa-miR812c_st",1.37875235846771,2.29459343272795,4.69979105859086,7.86844208255782e-05,0.000897691604017363,1.25795573603354
"mmu-miR-148b_st",-1.27416919990338,2.25492369784642,-4.69513281515946,7.96467289855787e-05,0.000907139946365969,1.2460321183556
"gga-miR-27b_st",-4.00633987877249,5.13911996978106,-4.69466153573829,7.97447400068356e-05,0.000907139946365969,1.24482582712376
"hcmv-miR-UL70-5p_st",1.6035007989292,4.10615919340855,4.69231319818996,8.02349199519614e-05,0.000911389388698515,1.23881509388626
"hsa-miR-196a-star_st",1.60140871630798,3.40843072032495,4.68932227808686,8.08635946969566e-05,0.000916636535664703,1.23115985360874
"dre-miR-460-5p_st",-1.20781176346489,1.957761652469,-4.68900089163801,8.09314407688605e-05,0.000916636535664703,1.2303372824167
